SEASON,PLAYER,TEAM,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
2023-24,Casey Harter,Northwestern,30,16,23.9,5.3,2,5.3,38.00%,1.6,4.2,39.20%,0.4,1.1,33.30%,0.9,1.3,73.70%,0.5,2.4,2.9,2.3,1.3,0.5,0.2,1.3
2023-24,Nevaeh Dean,UC Irvine,32,32,21.2,5,2,4.7,43.30%,1.8,3.9,45.60%,0.3,0.8,32.00%,0.7,1.3,52.50%,1.9,2.1,4,1,0.9,1,0.6,2
2023-24,Kiara Fisher,Marist,18,17,29.1,8.8,2.8,10.2,27.90%,2.1,6.1,33.60%,0.8,4.1,19.20%,2.4,3.3,72.90%,0.4,3.3,3.8,4.9,3.3,1.3,0.3,1.2
2023-24,Brie Crittendon,Eastern Ky.,30,13,18,5.3,1.8,5.4,32.50%,1.2,3.1,37.20%,0.6,2.3,26.10%,1.2,1.4,85.40%,0.6,1.9,2.5,0.7,1.2,0.4,0,1.4
2023-24,Bella Stuart,New Hampshire,25,9,17.9,6.4,2.3,5,45.60%,2,4,50.50%,0.2,1,25.00%,1.6,2.2,69.60%,1.2,1.5,2.6,0.6,1.6,1.1,0.2,1.8
2023-24,Madi Mace,Ohio,28,3,22,5.7,2,5.4,37.70%,1.4,2.8,48.10%,0.7,2.6,26.40%,0.9,1.1,81.30%,1.2,2.5,3.8,1.5,2.7,1.1,0.1,1.6
2023-24,Tamari Key,Tennessee,32,14,15.7,5,2.2,3.8,57.40%,2.2,3.8,58.30%,0,0.1,0.00%,0.6,1.2,48.70%,1.4,2.3,3.7,0.5,1.2,0.3,1.6,2.3
2023-24,Yaubryon Chambers,Tennessee Tech,29,5,13.1,5.5,2.2,4.2,53.30%,2.2,4.2,53.30%,0,0,--,1,1.6,63.00%,1.2,1.6,2.9,0.6,1.6,1.2,1,2.5
2023-24,Brylee Bartram,FGCU,32,2,16.2,5,1.7,4.5,36.60%,0.1,0.2,80.00%,1.5,4.4,35.00%,0.1,0.3,44.40%,0,0.9,0.9,0.7,0.5,0.2,0.1,0.3
2023-24,Kayla Thomas,Ga. Southern,30,11,15.5,5.3,2.2,4.6,46.80%,2.2,4.6,47.40%,0,0.1,0.00%,1,1.5,63.00%,2.1,1.8,3.9,0.4,0.8,0.4,0.4,1.3
2023-24,Emmi Rinat,Toledo,33,5,19.7,4.8,1.8,5,36.10%,1.2,2.6,44.70%,0.7,2.5,27.20%,0.5,0.7,66.70%,0.5,1.6,2.1,2.2,1.5,0.6,0.5,1.4
2023-24,Gemma Nunez,Campbell,29,29,34,5.4,1.8,6.1,29.20%,1.3,3.5,38.20%,0.4,2.6,17.10%,1.4,1.8,78.80%,0.4,4.4,4.8,3.4,2.7,1.3,0.2,1.8
2023-24,Deyonce Thompson,Delaware St.,20,14,20.6,7.9,3,9.2,32.10%,2.3,5.8,39.10%,0.7,3.5,20.30%,1.3,1.9,68.40%,1.3,2.5,3.8,1,1.9,0.8,0.2,1.8
2023-24,Halle Wright,Idaho St.,23,3,17.5,6.9,2.2,5.6,39.50%,1.5,3.5,42.50%,0.7,2.1,34.70%,1.7,2.4,69.60%,1.5,1.3,2.9,0.9,1,0.8,0.3,1.9
2023-24,Gabby Turco,La Salle,29,8,22,5.4,2,5.9,34.70%,1.4,3.1,44.90%,0.7,2.8,23.50%,0.7,0.8,87.50%,1.1,1.7,2.8,0.9,1.3,0.8,0,1.9
2023-24,Cailyn Crocker,Colorado St.,28,11,17.9,5.6,1.7,4.8,36.10%,1.5,3.8,41.00%,0.2,1,17.90%,2,2.4,83.80%,0.3,2.7,3,0.9,0.8,0.5,0.3,1.3
2023-24,Timia Jefferson,Texas St.,16,11,25.9,9.9,3.6,8.5,41.90%,3.4,8.1,42.60%,0.1,0.4,28.60%,2.6,3.9,67.70%,1.9,2.5,4.4,1.1,1.5,1.1,0.1,1.6
2023-24,Mallory Brake,Creighton,32,32,24.2,4.9,2.2,4.4,50.40%,2.2,4,53.90%,0.1,0.4,15.40%,0.4,1.1,41.20%,2.4,3,5.4,2.1,1.1,1.8,0.9,2.2
2023-24,Zoesha Smith,Georgia,16,13,25.1,9.9,4.3,9.2,46.90%,4.3,8.9,47.60%,0.1,0.3,25.00%,1.2,1.8,67.90%,2.3,2.9,5.2,1.3,1.8,1,0.4,1.6
2023-24,Taylor Lewis,App State,21,9,21.3,7.5,2.6,8,32.00%,1.1,3.3,34.30%,1.4,4.7,30.30%,1,1.4,69.00%,1,4.2,5.2,1.1,1.1,1.2,0.6,1.8
2023-24,Mandy McGurk,Fordham,27,19,26,5.9,2.1,6.8,31.50%,1.4,3.9,37.10%,0.7,2.9,24.10%,0.9,1.2,71.90%,0.5,1.3,1.8,1.4,1.3,1.3,0.1,1.1
2023-24,Emma Nolan,Loyola Chicago,31,5,12.8,5.1,1.6,4.1,38.90%,1.1,2.5,43.00%,0.5,1.5,31.90%,1.4,1.9,75.90%,0.9,1.9,2.8,0.6,1.4,0.7,0.3,2.1
2023-24,Ashlyn Wallace,Idaho,29,1,24.3,5.4,1.7,4.7,37.00%,0.5,1.1,43.80%,1.2,3.6,35.00%,0.7,0.9,80.80%,0.3,1.7,2,1,0.9,1.2,0.1,1.2
2023-24,Katey Richason,Miami (OH),18,5,22.8,8.7,3.2,6.6,48.70%,2.8,5.6,51.00%,0.4,1.1,36.80%,1.9,2.6,73.90%,1.8,3.9,5.7,0.9,1.5,0.6,0.2,2.6
2023-24,Lauren Lithgow,Army West Point,27,25,27.1,5.8,2,5.8,33.80%,0.8,1.6,51.20%,1.1,4.2,27.20%,0.7,0.9,80.00%,0.3,1.4,1.7,0.9,0.7,0.9,0.2,1.7
2023-24,Thoranna Hodge-Carr,Loyola Chicago,28,24,24.9,5.6,2.4,5.3,44.60%,2.1,4.7,45.00%,0.3,0.6,41.20%,0.6,1.1,56.30%,0.9,2.4,3.3,1.9,2.7,1,0.1,2.6
2023-24,Tamaria Rumph,Morgan St.,24,10,23.8,6.5,2.5,7.3,33.70%,2.2,5.5,39.10%,0.3,1.8,16.70%,1.3,2.1,62.70%,0.7,1.5,2.2,2.1,3.4,1.2,0.1,2.3
2023-24,Ivane Tensaie,UTEP,27,17,19.9,5.8,1.9,5.1,37.20%,0.4,1.1,37.90%,1.5,4,37.00%,0.6,0.6,88.20%,0.1,1,1.1,0.7,0.5,0.3,0,0.8
2023-24,Madison Roman,Merrimack,31,15,17.6,5.1,1.9,4.1,47.20%,1.9,4.1,47.20%,0,0,--,1.2,2.1,57.80%,2,3.5,5.6,1.3,2.1,0.7,0.5,2.8
2023-24,Solangelei Akridge,Alabama St.,27,16,25.5,5.8,1.8,5.8,30.60%,0.6,2.5,25.40%,1.1,3.3,34.40%,1.1,1.4,76.90%,0.5,1.3,1.7,1.4,2.4,0.6,0.1,1.4
2023-24,Ahrray Young,Tulsa,16,12,23,9.8,4.1,8.2,50.40%,3.9,6.8,57.40%,0.3,1.4,17.40%,1.3,2.7,48.80%,1.4,2.8,4.1,2,1.8,0.6,0.6,2.4
2023-24,Silvia Gonzalez,Bryant,28,6,18.5,5.6,2.2,5.4,40.40%,1.1,2.4,48.50%,1,3,34.10%,0.2,0.4,50.00%,0.7,2.8,3.4,0.7,1,0.3,0.5,1.6
2023-24,Gerlyn Smith,Prairie View,24,12,25.3,6.5,2.6,7.1,36.30%,2.5,6.6,37.70%,0.1,0.5,16.70%,1.3,1.9,65.20%,1.4,3.9,5.3,1.7,1.8,0.6,0.5,1.5
2023-24,Tianna Johnson,St. Bonaventure,27,16,23.9,5.8,2,5.6,34.90%,1.6,4.3,37.90%,0.3,1.3,25.00%,1.5,2.4,64.10%,0.3,2.4,2.7,1.3,1.7,0.6,0.1,1.1
2023-24,Kay Donahue,Lafayette,30,2,16.4,5.2,2,5.3,37.10%,1.6,3.7,43.20%,0.4,1.6,22.90%,0.9,1.2,73.00%,0.3,1.7,2.1,1,1.5,0.7,0.2,1.7
2023-24,Kyla Oldacre,Miami (FL),31,21,16.2,5,2.1,3.7,57.00%,2.1,3.7,57.00%,0,0,--,0.8,1.5,57.80%,1.9,2.5,4.4,0.5,1.1,0.5,0.9,1.8
2023-24,Ary Hicks,Niagara,28,0,21.7,5.6,2.3,6.5,35.90%,2.2,5.4,40.10%,0.1,1,13.80%,0.8,1,81.50%,0.9,1.4,2.4,2.7,2.3,1.6,0.1,1.6
2023-24,Malay McQueen,Lamar University,28,0,17.6,5.6,2.1,6.3,32.80%,0.8,1.9,41.50%,1.3,4.4,29.00%,0.1,0.3,50.00%,0.4,2.6,3,0.5,0.8,0.6,0.1,1
2023-24,Tori Hyduke,Massachusetts,31,13,24.8,5,1.7,5.6,30.90%,1.3,3.5,37.30%,0.4,2.1,20.00%,1.1,1.4,81.40%,0.1,1.8,1.8,2.2,2,1.1,0.1,1.7
2023-24,Jada Scott,Miami (OH),29,21,26.5,5.4,1.8,6.5,27.50%,1.3,4.4,28.70%,0.5,2.1,25.00%,1.3,1.8,71.20%,0.8,2.5,3.3,1,1.9,0.9,0.2,2.1
2023-24,Isis Beh,Arizona,32,3,21.4,4.9,2,4.3,47.10%,1.9,3.9,48.40%,0.1,0.3,30.00%,0.8,1.1,71.40%,1.5,1.3,2.9,1.1,1.4,0.8,0.2,3.1
2023-24,Sana'a Garrett,Jacksonville,28,27,26.7,5.6,1.8,3.9,44.50%,1.2,2.9,41.30%,0.6,1.1,53.30%,1.5,1.9,77.80%,0.7,2.1,2.8,1.7,3,1.8,0,3.1
2023-24,Leah Turner,Mississippi Val.,30,2,15.4,5.2,2,5.7,35.10%,1.1,2.7,40.00%,0.9,3,30.80%,0.3,0.4,61.50%,0.5,1.7,2.2,0.9,1.9,0.8,0.4,1.7
2023-24,Mikia Keith,Saint Peter's,30,24,28.3,5.2,1.8,5.7,31.60%,0.8,2,40.00%,1,3.7,27.00%,0.6,1,62.10%,0.4,1.8,2.2,1.8,2.9,1.3,0.1,2.6
2023-24,Arianna Jackson,Iowa St.,32,24,21.9,4.8,1.4,3.8,37.70%,0.3,0.9,26.70%,1.2,2.9,41.30%,0.8,1,75.80%,0.4,1.8,2.1,2.3,1.4,0.5,0,1.8
2023-24,Emani Burks,South Alabama,30,12,22.2,5.2,2.1,5.2,40.80%,2.1,5.2,41.00%,0,0,0.00%,0.9,1.3,67.50%,1.3,3.4,4.7,0.3,1.4,0.7,0.7,3.8
2023-24,Ellie Colbeck,South Dakota St.,31,3,24.7,5,1.5,4.2,36.90%,0.3,0.9,28.60%,1.3,3.3,39.20%,0.6,0.8,76.00%,0.2,2.2,2.4,1.4,0.9,0.3,0.1,0.8
2023-24,Nevaeh Zavala,High Point,30,9,16.5,5.2,2.1,4.5,45.60%,1.6,3,53.90%,0.5,1.6,29.80%,0.6,1.2,47.20%,0.8,2.4,3.2,0.3,1,0.3,0.1,1.9
2023-24,Taya Davis,Fordham,27,5,23.7,5.7,2.2,5.7,38.10%,2,4.9,39.80%,0.2,0.8,27.30%,1.1,1.9,62.00%,0.7,2.4,3.1,3.3,3.5,1.1,0.1,2.2
2023-24,Estel Puiggros,Ball St.,33,1,13.5,4.7,1.6,4.7,35.10%,0.6,1.3,48.80%,1,3.4,29.70%,0.4,0.6,70.00%,0.3,1.3,1.6,1.1,0.6,0.6,0.2,1.3
2023-24,Hetta Saatman,Drexel,33,33,19.5,4.7,1.7,4.2,40.10%,1.2,3,41.80%,0.4,1.2,35.90%,0.9,1.3,72.10%,0.7,1.6,2.3,0.5,0.8,0.3,0.5,1.9
2023-24,Jordan Cole,Georgia,30,21,20.4,5.2,1.9,4.2,44.80%,1.9,4.2,44.80%,0,0,--,1.4,2.2,64.20%,1.8,2.6,4.4,1,1.8,0.8,0.8,2.7
2023-24,Marta Savic,Wyoming,32,0,13.1,4.8,2,3.8,54.20%,2,3.7,55.60%,0,0.1,0.00%,0.8,1.2,64.90%,1,1.9,2.9,0.5,1,0.3,0.3,2.3
2023-24,Morgan McMahon,Colgate,18,1,21.3,8.6,2.4,6.4,37.90%,1.8,5,36.70%,0.6,1.4,42.30%,3.1,3.6,85.90%,0.7,1.9,2.6,1.4,2,0.3,0,1.2
2023-24,Aaryn Battle,Pittsburgh,32,19,23.2,4.8,1.9,4.6,41.20%,1.5,3.3,46.20%,0.4,1.3,28.60%,0.6,0.9,71.40%,0.7,1.8,2.5,2,2,0.6,0.3,1.3
2023-24,Hailey Adams,Rice,32,12,20.8,4.8,1.8,4.7,38.90%,1.8,4.6,39.00%,0,0.1,33.30%,1.2,1.7,67.30%,1.8,3,4.8,1.5,1.6,0.6,0.6,1.8
2023-24,Jenna Hopp,South Dakota St.,31,0,17.8,5,1.5,3.8,40.70%,1.1,2.2,49.30%,0.5,1.6,29.40%,1.4,2.1,65.20%,0.9,1.4,2.4,1,1.3,0.5,0.1,1.7
2023-24,Jenna Dick,Utah Valley,25,1,16.1,6.2,2,6,33.60%,0.4,1,36.00%,1.6,5,33.10%,0.5,0.8,65.00%,0.1,1.2,1.3,1.2,1.4,0.8,0.1,0.6
2023-24,Braylyn Milton,Cincinnati,31,16,21.7,4.9,1.7,6.6,25.50%,1,3.4,28.30%,0.7,3.2,22.40%,0.9,1.2,75.00%,0.5,1.8,2.3,1.7,1.8,0.5,0.2,2.1
2023-24,Brianna Williams,Le Moyne,33,22,18.3,4.6,1.9,4.6,41.40%,1.9,4.5,41.30%,0,0.1,50.00%,0.8,1.2,65.00%,2,2.7,4.7,0.6,1.2,0.8,0.5,1.4
2023-24,Ava Interrante,Valparaiso,30,26,21.1,5.1,1.7,5.1,33.30%,1,2.9,35.60%,0.7,2.2,30.30%,1,1.3,78.90%,0.3,1.9,2.3,1.5,2.5,0.8,0.1,2.4
2023-24,Mahogany Matthews,Marshall,20,15,21.8,7.6,2.6,6.7,38.80%,2.4,5.7,41.60%,0.3,1.1,23.80%,2.2,3,71.70%,2.1,2.8,4.8,0.9,1.3,0.7,2.2,3.2
2023-24,Carole Miller,James Madison,34,8,15,4.5,1.5,4.4,34.50%,0.9,2.6,34.40%,0.6,1.7,34.50%,0.9,1.3,68.20%,0.9,2,2.9,0.6,1.1,0.6,0.2,1.5
2023-24,Sammy Opichka,St. Thomas (MN),22,5,18.9,6.9,2.6,5.9,44.60%,1.9,3.5,53.20%,0.8,2.4,32.10%,0.9,1,82.60%,1,2.6,3.6,1,1.4,0.8,0.6,1.6
2023-24,Alexus Mobley,Akron,26,17,21.9,5.8,2.4,7.1,33.70%,2.2,6.1,35.20%,0.2,1,24.00%,0.8,1.3,64.70%,1.5,3,4.5,1.3,1.9,1.1,0.5,1.9
2023-24,Latasha Lattimore,Miami (FL),27,6,15,5.6,2.2,4.9,45.50%,2,4.3,47.80%,0.2,0.6,29.40%,1,1.5,67.50%,1.3,1.8,3.1,0.5,1.1,0.3,1.3,1.1
2023-24,Jada Burton,Western Caro.,26,21,29.6,5.8,2.3,5.4,43.60%,2.2,4.7,46.70%,0.2,0.7,22.20%,1,1.8,55.30%,0.3,3.3,3.6,3.9,3.3,1.3,0.3,1.4
2023-24,Gracie Gallegos,UC San Diego,27,13,26.8,5.6,2.1,5.5,37.60%,1.3,3.8,35.30%,0.7,1.7,42.60%,0.7,1.3,58.80%,1,3.6,4.6,1.1,1.1,0.9,0.4,1.9
2023-24,Blessing King,Morehead St.,27,23,27.8,5.6,2.4,4,60.60%,2.4,4,61.70%,0,0.1,0.00%,0.7,2,37.70%,4.5,5.6,10.1,0.9,1.3,1.3,0.7,2.8
2023-24,Maggie Cavanaugh,New Hampshire,27,10,23.4,5.6,1.9,5.2,36.20%,0.8,2.4,33.80%,1.1,2.8,38.20%,0.8,0.9,91.30%,0.9,2.6,3.4,1.5,2,1.3,0.1,1.6
2023-24,Skylar Forbes,Marquette,32,4,17.9,4.7,1.8,3.8,47.50%,1.7,3.1,54.00%,0.1,0.6,15.00%,1.1,1.6,66.70%,1.3,2.6,3.9,1.1,1.3,0.4,1,2.1
2023-24,Jeriah Warren,Florida,32,19,25.1,4.7,1.8,4,46.50%,1.4,2.8,50.00%,0.5,1.2,38.50%,0.6,0.8,66.70%,1.6,3.6,5.1,0.9,0.8,1.9,0.3,2.4
2023-24,Gara Beth Self,Texas St.,30,24,24.2,5,1.8,5.7,32.40%,0.8,2.3,33.80%,1.1,3.4,31.40%,0.3,0.4,81.80%,0.1,1.6,1.7,1.4,1.8,0.5,0,2.4
2023-24,Karsen Murphy,Chattanooga,31,31,19.1,4.9,2,4.5,43.90%,1.2,2.1,55.40%,0.8,2.4,33.80%,0.1,0.3,50.00%,0.4,2.2,2.6,0.3,0.8,0.5,0.7,2.5
2023-24,Kyanna Morgan,Southern U.,29,2,18.7,5.2,2,5.9,33.70%,1.3,3.7,36.10%,0.7,2.2,29.70%,0.6,0.7,84.20%,0.7,2.5,3.2,0.6,1.3,0.9,0.1,1.2
2023-24,Emily Archibald,Providence,34,29,25.7,4.4,1.6,4,40.10%,1,2.4,42.20%,0.6,1.6,37.00%,0.6,1.2,50.00%,1.6,3.5,5.1,1.5,1.9,1.2,0.4,2
2023-24,Sarah Taub,North Florida,27,16,22.9,5.6,1.9,5.2,36.20%,1.7,3.9,42.90%,0.2,1.3,16.70%,1.6,2.6,62.30%,1.1,2.9,4,1.3,2.2,1.2,0.3,3
2023-24,Sydney Harris,TCU,16,0,18.3,9.4,3.2,7.6,41.80%,1.2,2.6,45.20%,2,5,40.00%,1.1,1.4,77.30%,0.5,2.7,3.2,0.3,0.8,0.2,0.1,1.5
2023-24,Perri Page,Columbia,28,11,17.3,5.4,2,4,49.50%,1.6,2.9,55.60%,0.4,1.1,33.30%,1.1,1.5,75.60%,1.1,2.1,3.3,0.8,0.9,0.9,0.3,2.4
2023-24,Saniaa Wilson,Syracuse,30,6,15.1,5,1.8,3.2,56.80%,1.8,3.2,56.80%,0,0,--,1.4,2,71.70%,1.8,2.2,4,0.3,0.9,0.4,0.5,2.3
2023-24,Ashley Banks,Southern Utah,26,14,21.9,5.8,2.3,4.6,49.60%,2.2,4.2,50.90%,0.1,0.3,33.30%,1.1,1.7,64.40%,2.1,3.1,5.2,0.6,1.4,0.2,1.1,2.6
2023-24,Isnelle Natabou,Iowa St.,33,4,11.9,4.5,1.9,3.6,53.40%,1.9,3.6,53.40%,0,0,--,0.7,1.5,50.00%,1.6,2,3.7,0.4,1.2,0.1,0.3,1.6
2023-24,Josie Gilvin,Western Ky.,31,9,21.6,4.8,1.9,5.2,36.30%,1.2,2.4,50.00%,0.7,2.8,24.40%,0.4,0.5,76.50%,0.8,1.8,2.6,1,1,1.7,0.5,2.1
2023-24,Moriah Murray,Penn St.,35,0,12.6,4.3,1.3,3.7,36.20%,0.2,0.4,42.90%,1.2,3.3,35.30%,0.4,0.5,88.20%,0.4,1.1,1.5,1.4,0.7,0.5,0.1,1.1
2023-24,Rapuluchi Ayodele,Pittsburgh,32,15,17.7,4.7,1.4,3,46.40%,1.4,3,46.40%,0,0,--,1.9,2.9,65.20%,3,3.2,6.2,0.3,0.9,0.6,0.5,3
2023-24,Marcavia Shavers,Saint Louis,38,24,11.6,3.9,1.7,3.5,48.50%,1.7,3.5,48.50%,0,0,--,0.5,0.9,58.80%,1.2,1.6,2.8,0.2,0.7,0.2,0.1,1.9
2023-24,Lexi Fleming,Bowling Green,10,10,31.4,15,5.4,12.5,43.20%,3,4.7,63.80%,2.4,7.8,30.80%,1.8,2.1,85.70%,0.9,3.8,4.7,2.8,2.1,2.4,0.1,1.5
2023-24,Capria Brown,Central Mich.,19,0,21.8,7.9,2.7,7.2,38.00%,2,4.7,42.20%,0.7,2.5,29.80%,1.7,2.4,69.60%,1.2,2.6,3.8,1.5,3.3,0.8,0,2.1
2023-24,Madison McCoy,Jacksonville St.,26,17,23,5.8,1.9,5.8,33.30%,1.4,3.3,41.40%,0.5,2.4,22.20%,1.4,2.1,66.70%,0.6,3.5,4.1,0.8,1.5,0.6,0.3,2
2023-24,Jordan Bailey,Liberty,31,30,18,4.8,2.1,4.9,41.80%,1.6,3.3,48.50%,0.5,1.6,28.00%,0.3,0.4,61.50%,1.2,1.9,3.2,0.9,1.4,0.2,0.2,2.8
2023-24,Meghan Fiso,San Diego St.,33,1,15.5,4.5,1.7,4.5,37.40%,1.2,2.9,39.60%,0.5,1.5,33.30%,0.7,1,69.70%,0.3,2,2.3,0.6,0.8,0.3,0.2,1.4
2023-24,Vanessa Taylor,Elon,27,26,27.7,5.6,2.2,6,36.40%,1.9,4.4,41.70%,0.3,1.6,21.40%,0.9,1,82.10%,1.6,1.4,3.1,1.4,2,1.3,0.2,1.3
2023-24,Camilla Emsbo,Duke,34,2,15.1,4.4,1.7,3.5,48.30%,1.7,3.5,49.20%,0,0.1,0.00%,1,1.3,76.70%,1.1,1.8,2.9,0.6,1.2,0.4,1.4,1.4
2023-24,Sophia Tougas,CSU Bakersfield,23,11,23.2,6.5,2.4,7.8,31.30%,1.4,3.5,40.00%,1,4.3,24.20%,0.6,0.9,61.90%,0.8,3.5,4.3,0.5,1.3,1.1,0.7,1.5
2023-24,Sammiyah Hoskin,North Dakota,27,26,28.8,5.5,2.1,6.9,30.30%,1.7,5.4,32.40%,0.3,1.5,22.50%,1,1.7,60.90%,2.4,1.6,4,1.6,1.7,0.9,0.3,1.7
2023-24,Maya Chandler,SMU,30,18,21.1,5,1.6,4.7,34.30%,0.9,2.3,38.20%,0.7,2.4,30.60%,1,1.4,73.80%,0.3,1.7,2,1.1,0.9,0.6,0.2,1.4
2023-24,Mailyn Wilkerson,Arkansas St.,29,14,23.3,5.1,1.6,6.3,25.70%,0.4,1.1,36.40%,1.2,5.2,23.30%,0.7,0.8,90.90%,0.2,1,1.2,1.1,1.1,0.7,0.1,1.3
2023-24,Lyric Cole,Tennessee St.,19,16,26.6,7.8,3.2,5.8,54.50%,3.2,5.8,54.50%,0,0,--,1.5,2.5,61.70%,3.4,3.6,6.9,0.4,1.6,1.1,0.6,3.3
2023-24,Addison O'Grady,Iowa,38,0,8.8,3.9,1.7,3.2,54.50%,1.7,3.2,54.50%,0,0,--,0.4,0.9,50.00%,0.6,1.3,1.9,0.4,0.5,0.1,0.5,1.4
2023-24,Julianna Gibson,Saint Francis (PA),30,30,25.9,5,2.2,5.3,41.80%,2.2,5.1,43.10%,0,0.2,0.00%,0.6,0.9,60.70%,1.4,3.6,4.9,0.5,1.4,0.5,0.3,2.6
2023-24,Hannah Humphrey,UT Arlington,32,0,13.2,4.7,1.9,4.7,40.30%,1.2,2.5,46.80%,0.7,2.2,32.90%,0.2,0.3,54.50%,0.3,1,1.3,0.4,0.7,0.6,0.1,0.8
2023-24,Addi Melone,Pepperdine,28,25,29.7,5.3,1.9,7.5,25.70%,1,3.1,30.70%,1,4.4,22.10%,0.5,0.8,66.70%,0.2,2.6,2.8,2.2,3.6,0.9,0.1,2.3
2023-24,Clara Strack,Virginia Tech,33,2,13.8,4.5,1.9,3.3,56.40%,1.8,3.2,56.10%,0.1,0.1,66.70%,0.7,1.2,60.50%,1.6,2.5,4.1,0.7,1.1,0.1,1.2,1.4
2023-24,Julia Coleman,Texas St.,28,0,10.6,5.3,2.2,3.8,58.10%,2.2,3.8,58.10%,0,0,--,0.9,1.8,53.10%,1.3,1.6,2.9,0.4,1.1,0.9,0.4,1.5
2023-24,Gretchen Dolan,Illinois,31,0,17.6,4.8,1.8,4.5,39.90%,1.3,2.7,45.90%,0.5,1.7,30.20%,0.7,1,73.30%,0.5,1.2,1.6,1,0.8,0.4,0.2,1.3
2023-24,Aspen Johnson,Mercer,29,0,16.8,5.1,1.7,4.5,37.70%,1.4,3.5,40.60%,0.3,1,27.60%,1.4,1.6,89.40%,1.6,1.6,3.2,1,1.7,0.5,0.1,1.6
2023-24,Mariona Cos-Morales,Rider,31,8,20.1,4.8,1.9,4.2,45.40%,1.9,4.1,46.50%,0,0.1,0.00%,1,1.6,61.20%,1,2.4,3.4,1.2,1.7,0.9,1,2.3
2023-24,Liana Kaitu'u,Utah Valley,28,22,19.6,5.3,2.1,5.5,39.20%,2,5.3,38.50%,0.1,0.2,60.00%,0.9,2.3,39.70%,1.2,1.9,3.1,1.4,1.8,1.2,0.3,2.5
2023-24,Audrey Meyers,Western Caro.,27,26,24.7,5.5,2.1,4.1,50.90%,2,3.8,53.90%,0.1,0.4,20.00%,1.2,1.3,88.90%,0.7,2.2,2.9,0.8,1.1,0.4,0.1,2.1
2023-24,Addie Porter,Chattanooga,31,31,33.7,4.8,1.4,4.7,28.60%,0.4,1.4,27.90%,1,3.4,28.80%,1.1,1.6,68.00%,0.5,5.1,5.7,2,1.7,1.1,0.3,2.5
2023-24,Megan Smith,Southern Utah,10,10,25.5,14.8,6.5,12.2,53.30%,6.1,10.5,58.10%,0.4,1.7,23.50%,1.4,2,70.00%,1.6,4.8,6.4,2,2.5,0.6,1.9,2.4
2023-24,Maria Torres,FIU,23,23,22.5,6.4,2.4,5.6,42.60%,2,4,51.10%,0.3,1.6,21.60%,1.3,1.9,69.80%,1.6,1.8,3.4,1.1,1.9,0.9,0.8,2.6
2023-24,Teniesha Clarke,Akron,26,15,22.5,5.7,2.2,5.8,37.70%,1.7,3.3,51.20%,0.5,2.5,20.00%,0.8,1.3,63.60%,1.2,1.1,2.3,1.2,1.9,0.5,0.2,1.9
2023-24,Khia Miller,East Carolina,33,10,18.7,4.5,1.7,5.3,31.30%,1.2,3,40.40%,0.5,2.3,19.50%,0.7,1.3,53.50%,0.9,1.1,2,0.8,1.1,0.6,0.3,2
2023-24,Alexis Cortez,Air Force,30,16,24.9,4.9,2,5.1,38.60%,1.7,4.1,42.30%,0.2,1,23.30%,0.7,1,73.30%,0.9,2.4,3.3,1.1,1.4,0.9,0.2,2.6
2023-24,Aoibhe Gormley,Boston U.,31,7,21.6,4.7,1.7,4.1,41.40%,1.4,3,45.20%,0.4,1.1,31.40%,1,1.5,65.20%,0.5,2.4,2.9,2.5,1.3,1.3,0,0.8
2023-24,Paige Clubb,Southern Ill.,30,11,17.2,4.9,1.6,4.7,33.30%,0.2,0.5,40.00%,1.4,4.2,32.50%,0.4,0.4,92.30%,0.2,0.9,1.1,0.5,0.7,0.4,0,0.9
2023-24,Jada Moorehead,Detroit Mercy,33,0,15.8,4.5,1.9,4.1,47.80%,1.9,4,48.10%,0,0,0.00%,0.6,0.8,70.40%,1.2,2.6,3.8,0.3,1.4,0.7,0.3,1.9
2023-24,Dionna Gray,Kent St.,30,12,21.9,4.9,1.5,4.4,34.10%,0.9,2.3,37.70%,0.6,2.1,30.20%,1.3,1.5,84.40%,0.6,1.6,2.2,2.7,1.6,0.9,0,2
2023-24,Saniyah Neverson,Northern Ariz.,34,0,15.8,4.3,1.8,3.4,51.30%,1.6,3.1,52.80%,0.1,0.3,36.40%,0.7,0.9,74.20%,1.3,2.7,4,0.8,0.9,0.5,0.6,1.5
2023-24,Blessing Okoh,Winthrop,27,25,25.4,5.4,1.9,6.3,30.80%,1.1,2.9,37.70%,0.9,3.4,25.00%,0.7,1.1,69.00%,1,3.7,4.7,0.5,1.7,1,0.7,2.6
2023-24,Grace Crowley,Milwaukee,26,4,20,5.7,2.2,3.3,65.10%,2.2,3.3,65.10%,0,0,--,1.3,1.7,81.40%,1.2,3.5,4.7,1.4,1.8,0.7,0.2,1.6
2023-24,Ta'Ziah Jenks,Cincinnati,32,9,17.4,4.6,1.7,5.2,32.10%,1.5,4.3,34.80%,0.2,0.8,18.50%,1.1,1.6,70.60%,1.3,1.8,3.1,0.8,1.5,0.8,0.3,1.8
