StateFIPS,State,Year,Value,Data Comment,,Pollutant
22,Louisiana,2014,0.32,,,Pollutant: Benzene
22,Louisiana,2014,1.87,,,Pollutant: Formaldehyde
22,Louisiana,2014,1.6,,,Pollutant: Acetaldehyde
22,Louisiana,2014,0.53,,,Pollutant: Carbon tetrachloride
22,Louisiana,2014,0.03,,,"Pollutant: 1,3-butadiene"
22,Louisiana,2017,0.19,,,Pollutant: Benzene
22,Louisiana,2017,1.6,,,Pollutant: Formaldehyde
22,Louisiana,2017,1.25,,,Pollutant: Acetaldehyde
22,Louisiana,2017,0.51,,,Pollutant: Carbon tetrachloride
22,Louisiana,2018,0.2,,,Pollutant: Benzene
22,Louisiana,2018,1.5,,,Pollutant: Formaldehyde
22,Louisiana,2018,1.14,,,Pollutant: Acetaldehyde
22,Louisiana,2018,0.37,,,Pollutant: Carbon tetrachloride
22,Louisiana,2018,0.01,,,"Pollutant: 1,3-butadiene"
23,Maine,2005,0.59,,,Pollutant: Benzene
23,Maine,2005,1.09,,,Pollutant: Formaldehyde
23,Maine,2005,1.18,,,Pollutant: Acetaldehyde
23,Maine,2005,0.61,,,Pollutant: Carbon tetrachloride
23,Maine,2005,0.04,,,"Pollutant: 1,3-butadiene"
23,Maine,2011,0.51,,,Pollutant: Benzene
23,Maine,2011,0.82,,,Pollutant: Formaldehyde
23,Maine,2011,1.09,,,Pollutant: Acetaldehyde
23,Maine,2011,0.55,,,Pollutant: Carbon tetrachloride
23,Maine,2011,0.03,,,"Pollutant: 1,3-butadiene"
23,Maine,2014,0.33,,,Pollutant: Benzene
23,Maine,2014,0.81,,,Pollutant: Formaldehyde
23,Maine,2014,0.83,,,Pollutant: Acetaldehyde
23,Maine,2014,0.55,,,Pollutant: Carbon tetrachloride
23,Maine,2014,0.01,,,"Pollutant: 1,3-butadiene"
23,Maine,2017,0.24,,,Pollutant: Benzene
23,Maine,2017,0.71,,,Pollutant: Formaldehyde
23,Maine,2017,0.79,,,Pollutant: Acetaldehyde
23,Maine,2017,0.53,,,Pollutant: Carbon tetrachloride
23,Maine,2018,0.23,,,Pollutant: Benzene
23,Maine,2018,0.65,,,Pollutant: Formaldehyde
23,Maine,2018,0.6,,,Pollutant: Acetaldehyde
23,Maine,2018,0.39,,,Pollutant: Carbon tetrachloride
23,Maine,2018,0.01,,,"Pollutant: 1,3-butadiene"
24,Maryland,2005,1.2,,,Pollutant: Benzene
24,Maryland,2005,2.33,,,Pollutant: Formaldehyde
24,Maryland,2005,2.01,,,Pollutant: Acetaldehyde
24,Maryland,2005,0.61,,,Pollutant: Carbon tetrachloride
24,Maryland,2005,0.09,,,"Pollutant: 1,3-butadiene"
24,Maryland,2011,0.8,,,Pollutant: Benzene
24,Maryland,2011,1.7,,,Pollutant: Formaldehyde
24,Maryland,2011,2.1,,,Pollutant: Acetaldehyde
24,Maryland,2011,0.55,,,Pollutant: Carbon tetrachloride
24,Maryland,2011,0.08,,,"Pollutant: 1,3-butadiene"
24,Maryland,2014,0.46,,,Pollutant: Benzene
24,Maryland,2014,1.34,,,Pollutant: Formaldehyde
24,Maryland,2014,1.01,,,Pollutant: Acetaldehyde
24,Maryland,2014,0.54,,,Pollutant: Carbon tetrachloride
24,Maryland,2014,0.03,,,"Pollutant: 1,3-butadiene"
24,Maryland,2017,0.27,,,Pollutant: Benzene
24,Maryland,2017,1.2,,,Pollutant: Formaldehyde
24,Maryland,2017,0.87,,,Pollutant: Acetaldehyde
24,Maryland,2017,0.52,,,Pollutant: Carbon tetrachloride
24,Maryland,2018,0.27,,,Pollutant: Benzene
24,Maryland,2018,1.04,,,Pollutant: Formaldehyde
24,Maryland,2018,0.72,,,Pollutant: Acetaldehyde
24,Maryland,2018,0.38,,,Pollutant: Carbon tetrachloride
24,Maryland,2018,0.01,,,"Pollutant: 1,3-butadiene"
25,Massachusetts,2005,1.04,,,Pollutant: Benzene
25,Massachusetts,2005,1.8,,,Pollutant: Formaldehyde
25,Massachusetts,2005,1.59,,,Pollutant: Acetaldehyde
25,Massachusetts,2005,0.61,,,Pollutant: Carbon tetrachloride
25,Massachusetts,2005,0.08,,,"Pollutant: 1,3-butadiene"
25,Massachusetts,2011,0.81,,,Pollutant: Benzene
25,Massachusetts,2011,1.26,,,Pollutant: Formaldehyde
25,Massachusetts,2011,1.43,,,Pollutant: Acetaldehyde
25,Massachusetts,2011,0.55,,,Pollutant: Carbon tetrachloride
25,Massachusetts,2011,0.08,,,"Pollutant: 1,3-butadiene"
25,Massachusetts,2014,0.48,,,Pollutant: Benzene
25,Massachusetts,2014,0.99,,,Pollutant: Formaldehyde
25,Massachusetts,2014,0.8,,,Pollutant: Acetaldehyde
25,Massachusetts,2014,0.55,,,Pollutant: Carbon tetrachloride
25,Massachusetts,2014,0.03,,,"Pollutant: 1,3-butadiene"
25,Massachusetts,2017,0.27,,,Pollutant: Benzene
25,Massachusetts,2017,0.94,,,Pollutant: Formaldehyde
25,Massachusetts,2017,0.77,,,Pollutant: Acetaldehyde
25,Massachusetts,2017,0.52,,,Pollutant: Carbon tetrachloride
25,Massachusetts,2018,0.26,,,Pollutant: Benzene
25,Massachusetts,2018,0.84,,,Pollutant: Formaldehyde
25,Massachusetts,2018,0.61,,,Pollutant: Acetaldehyde
25,Massachusetts,2018,0.38,,,Pollutant: Carbon tetrachloride
25,Massachusetts,2018,0.01,,,"Pollutant: 1,3-butadiene"
26,Michigan,2005,1.19,,,Pollutant: Benzene
26,Michigan,2005,1.6,,,Pollutant: Formaldehyde
26,Michigan,2005,1.51,,,Pollutant: Acetaldehyde
26,Michigan,2005,0.61,,,Pollutant: Carbon tetrachloride
26,Michigan,2005,0.07,,,"Pollutant: 1,3-butadiene"
26,Michigan,2011,0.67,,,Pollutant: Benzene
26,Michigan,2011,1.1,,,Pollutant: Formaldehyde
26,Michigan,2011,1.48,,,Pollutant: Acetaldehyde
26,Michigan,2011,0.55,,,Pollutant: Carbon tetrachloride
26,Michigan,2011,0.05,,,"Pollutant: 1,3-butadiene"
26,Michigan,2014,0.42,,,Pollutant: Benzene
26,Michigan,2014,0.85,,,Pollutant: Formaldehyde
26,Michigan,2014,0.71,,,Pollutant: Acetaldehyde
26,Michigan,2014,0.54,,,Pollutant: Carbon tetrachloride
26,Michigan,2014,0.02,,,"Pollutant: 1,3-butadiene"
26,Michigan,2017,0.21,,,Pollutant: Benzene
26,Michigan,2017,0.71,,,Pollutant: Formaldehyde
26,Michigan,2017,0.62,,,Pollutant: Acetaldehyde
26,Michigan,2017,0.52,,,Pollutant: Carbon tetrachloride
26,Michigan,2018,0.25,,,Pollutant: Benzene
26,Michigan,2018,0.67,,,Pollutant: Formaldehyde
26,Michigan,2018,0.52,,,Pollutant: Acetaldehyde
26,Michigan,2018,0.38,,,Pollutant: Carbon tetrachloride
26,Michigan,2018,0.01,,,"Pollutant: 1,3-butadiene"
27,Minnesota,2005,0.84,,,Pollutant: Benzene
27,Minnesota,2005,1.55,,,Pollutant: Formaldehyde
27,Minnesota,2005,1.46,,,Pollutant: Acetaldehyde
27,Minnesota,2005,0.61,,,Pollutant: Carbon tetrachloride
27,Minnesota,2005,0.06,,,"Pollutant: 1,3-butadiene"
27,Minnesota,2011,0.72,,,Pollutant: Benzene
27,Minnesota,2011,1.25,,,Pollutant: Formaldehyde
27,Minnesota,2011,1.45,,,Pollutant: Acetaldehyde
27,Minnesota,2011,0.55,,,Pollutant: Carbon tetrachloride
27,Minnesota,2011,0.07,,,"Pollutant: 1,3-butadiene"
27,Minnesota,2014,0.4,,,Pollutant: Benzene
27,Minnesota,2014,0.76,,,Pollutant: Formaldehyde
27,Minnesota,2014,0.63,,,Pollutant: Acetaldehyde
27,Minnesota,2014,0.54,,,Pollutant: Carbon tetrachloride
27,Minnesota,2014,0.02,,,"Pollutant: 1,3-butadiene"
27,Minnesota,2017,0.21,,,Pollutant: Benzene
27,Minnesota,2017,0.72,,,Pollutant: Formaldehyde
27,Minnesota,2017,0.66,,,Pollutant: Acetaldehyde
27,Minnesota,2017,0.52,,,Pollutant: Carbon tetrachloride
27,Minnesota,2018,0.32,,,Pollutant: Benzene
27,Minnesota,2018,0.72,,,Pollutant: Formaldehyde
27,Minnesota,2018,0.55,,,Pollutant: Acetaldehyde
27,Minnesota,2018,0.38,,,Pollutant: Carbon tetrachloride
27,Minnesota,2018,0.01,,,"Pollutant: 1,3-butadiene"
28,Mississippi,2005,0.69,,,Pollutant: Benzene
28,Mississippi,2005,2.44,,,Pollutant: Formaldehyde
28,Mississippi,2005,2.56,,,Pollutant: Acetaldehyde
28,Mississippi,2005,0.61,,,Pollutant: Carbon tetrachloride
28,Mississippi,2005,0.03,,,"Pollutant: 1,3-butadiene"
28,Mississippi,2011,0.42,,,Pollutant: Benzene
28,Mississippi,2011,2.34,,,Pollutant: Formaldehyde
28,Mississippi,2011,3.01,,,Pollutant: Acetaldehyde
28,Mississippi,2011,0.55,,,Pollutant: Carbon tetrachloride
28,Mississippi,2011,0.03,,,"Pollutant: 1,3-butadiene"
28,Mississippi,2014,0.26,,,Pollutant: Benzene
28,Mississippi,2014,2.02,,,Pollutant: Formaldehyde
28,Mississippi,2014,1.91,,,Pollutant: Acetaldehyde
28,Mississippi,2014,0.53,,,Pollutant: Carbon tetrachloride
28,Mississippi,2014,0.02,,,"Pollutant: 1,3-butadiene"
28,Mississippi,2017,0.15,,,Pollutant: Benzene
28,Mississippi,2017,1.66,,,Pollutant: Formaldehyde
28,Mississippi,2017,1.36,,,Pollutant: Acetaldehyde
28,Mississippi,2017,0.51,,,Pollutant: Carbon tetrachloride
28,Mississippi,2018,0.16,,,Pollutant: Benzene
28,Mississippi,2018,1.58,,,Pollutant: Formaldehyde
28,Mississippi,2018,1.3,,,Pollutant: Acetaldehyde
28,Mississippi,2018,0.37,,,Pollutant: Carbon tetrachloride
28,Mississippi,2018,0.01,,,"Pollutant: 1,3-butadiene"
29,Missouri,2005,0.9,,,Pollutant: Benzene
29,Missouri,2005,2.1,,,Pollutant: Formaldehyde
29,Missouri,2005,2.08,,,Pollutant: Acetaldehyde
29,Missouri,2005,0.61,,,Pollutant: Carbon tetrachloride
29,Missouri,2005,0.06,,,"Pollutant: 1,3-butadiene"
29,Missouri,2011,0.54,,,Pollutant: Benzene
29,Missouri,2011,2,,,Pollutant: Formaldehyde
29,Missouri,2011,2.41,,,Pollutant: Acetaldehyde
29,Missouri,2011,0.55,,,Pollutant: Carbon tetrachloride
29,Missouri,2011,0.04,,,"Pollutant: 1,3-butadiene"
29,Missouri,2014,0.3,,,Pollutant: Benzene
29,Missouri,2014,1.42,,,Pollutant: Formaldehyde
29,Missouri,2014,1.08,,,Pollutant: Acetaldehyde
29,Missouri,2014,0.53,,,Pollutant: Carbon tetrachloride
29,Missouri,2014,0.02,,,"Pollutant: 1,3-butadiene"
29,Missouri,2017,0.19,,,Pollutant: Benzene
29,Missouri,2017,1.26,,,Pollutant: Formaldehyde
29,Missouri,2017,0.93,,,Pollutant: Acetaldehyde
29,Missouri,2017,0.51,,,Pollutant: Carbon tetrachloride
29,Missouri,2018,0.21,,,Pollutant: Benzene
29,Missouri,2018,1.13,,,Pollutant: Formaldehyde
29,Missouri,2018,0.82,,,Pollutant: Acetaldehyde
29,Missouri,2018,0.37,,,Pollutant: Carbon tetrachloride
29,Missouri,2018,0.01,,,"Pollutant: 1,3-butadiene"
30,Montana,2005,0.45,,,Pollutant: Benzene
30,Montana,2005,0.8,,,Pollutant: Formaldehyde
30,Montana,2005,0.91,,,Pollutant: Acetaldehyde
30,Montana,2005,0.61,,,Pollutant: Carbon tetrachloride
30,Montana,2005,0.02,,,"Pollutant: 1,3-butadiene"
30,Montana,2011,0.39,,,Pollutant: Benzene
30,Montana,2011,0.83,,,Pollutant: Formaldehyde
30,Montana,2011,1.16,,,Pollutant: Acetaldehyde
30,Montana,2011,0.55,,,Pollutant: Carbon tetrachloride
30,Montana,2011,0.03,,,"Pollutant: 1,3-butadiene"
30,Montana,2014,0.18,,,Pollutant: Benzene
30,Montana,2014,0.72,,,Pollutant: Formaldehyde
30,Montana,2014,0.74,,,Pollutant: Acetaldehyde
30,Montana,2014,0.49,,,Pollutant: Carbon tetrachloride
30,Montana,2014,0.01,,,"Pollutant: 1,3-butadiene"
30,Montana,2017,0.15,,,Pollutant: Benzene
30,Montana,2017,0.73,,,Pollutant: Formaldehyde
30,Montana,2017,0.67,,,Pollutant: Acetaldehyde
30,Montana,2017,0.47,,,Pollutant: Carbon tetrachloride
30,Montana,2018,0.2,,,Pollutant: Benzene
30,Montana,2018,0.55,,,Pollutant: Formaldehyde
30,Montana,2018,0.48,,,Pollutant: Acetaldehyde
30,Montana,2018,0.34,,,Pollutant: Carbon tetrachloride
30,Montana,2018,0,,,"Pollutant: 1,3-butadiene"
31,Nebraska,2005,1.1,,,Pollutant: Benzene
31,Nebraska,2005,1.59,,,Pollutant: Formaldehyde
31,Nebraska,2005,1.51,,,Pollutant: Acetaldehyde
31,Nebraska,2005,0.61,,,Pollutant: Carbon tetrachloride
31,Nebraska,2005,0.04,,,"Pollutant: 1,3-butadiene"
31,Nebraska,2011,0.55,,,Pollutant: Benzene
31,Nebraska,2011,1.22,,,Pollutant: Formaldehyde
31,Nebraska,2011,1.63,,,Pollutant: Acetaldehyde
31,Nebraska,2011,0.55,,,Pollutant: Carbon tetrachloride
31,Nebraska,2011,0.04,,,"Pollutant: 1,3-butadiene"
31,Nebraska,2014,0.22,,,Pollutant: Benzene
31,Nebraska,2014,0.88,,,Pollutant: Formaldehyde
31,Nebraska,2014,0.69,,,Pollutant: Acetaldehyde
31,Nebraska,2014,0.52,,,Pollutant: Carbon tetrachloride
31,Nebraska,2014,0.01,,,"Pollutant: 1,3-butadiene"
31,Nebraska,2017,0.12,,,Pollutant: Benzene
31,Nebraska,2017,0.71,,,Pollutant: Formaldehyde
31,Nebraska,2017,0.5,,,Pollutant: Acetaldehyde
31,Nebraska,2017,0.48,,,Pollutant: Carbon tetrachloride
31,Nebraska,2018,0.16,,,Pollutant: Benzene
31,Nebraska,2018,0.62,,,Pollutant: Formaldehyde
31,Nebraska,2018,0.4,,,Pollutant: Acetaldehyde
31,Nebraska,2018,0.36,,,Pollutant: Carbon tetrachloride
31,Nebraska,2018,0,,,"Pollutant: 1,3-butadiene"
32,Nevada,2005,1.04,,,Pollutant: Benzene
32,Nevada,2005,1.92,,,Pollutant: Formaldehyde
32,Nevada,2005,1.81,,,Pollutant: Acetaldehyde
32,Nevada,2005,0.61,,,Pollutant: Carbon tetrachloride
32,Nevada,2005,0.08,,,"Pollutant: 1,3-butadiene"
32,Nevada,2011,0.65,,,Pollutant: Benzene
32,Nevada,2011,1.71,,,Pollutant: Formaldehyde
32,Nevada,2011,1.85,,,Pollutant: Acetaldehyde
32,Nevada,2011,0.55,,,Pollutant: Carbon tetrachloride
32,Nevada,2011,0.07,,,"Pollutant: 1,3-butadiene"
32,Nevada,2014,0.29,,,Pollutant: Benzene
32,Nevada,2014,1.39,,,Pollutant: Formaldehyde
32,Nevada,2014,1.24,,,Pollutant: Acetaldehyde
32,Nevada,2014,0.47,,,Pollutant: Carbon tetrachloride
32,Nevada,2014,0.03,,,"Pollutant: 1,3-butadiene"
32,Nevada,2017,0.07,,,Pollutant: Benzene
32,Nevada,2017,0.59,,,Pollutant: Formaldehyde
32,Nevada,2017,0.43,,,Pollutant: Acetaldehyde
32,Nevada,2017,0.43,,,Pollutant: Carbon tetrachloride
32,Nevada,2018,0.08,,,Pollutant: Benzene
32,Nevada,2018,0.55,,,Pollutant: Formaldehyde
32,Nevada,2018,0.39,,,Pollutant: Acetaldehyde
32,Nevada,2018,0.32,,,Pollutant: Carbon tetrachloride
32,Nevada,2018,0,,,"Pollutant: 1,3-butadiene"
33,New Hampshire,2005,0.68,,,Pollutant: Benzene
33,New Hampshire,2005,1.34,,,Pollutant: Formaldehyde
33,New Hampshire,2005,1.37,,,Pollutant: Acetaldehyde
33,New Hampshire,2005,0.61,,,Pollutant: Carbon tetrachloride
33,New Hampshire,2005,0.05,,,"Pollutant: 1,3-butadiene"
33,New Hampshire,2011,0.62,,,Pollutant: Benzene
33,New Hampshire,2011,1.09,,,Pollutant: Formaldehyde
33,New Hampshire,2011,1.33,,,Pollutant: Acetaldehyde
33,New Hampshire,2011,0.55,,,Pollutant: Carbon tetrachloride
33,New Hampshire,2011,0.05,,,"Pollutant: 1,3-butadiene"
33,New Hampshire,2014,0.38,,,Pollutant: Benzene
33,New Hampshire,2014,0.92,,,Pollutant: Formaldehyde
33,New Hampshire,2014,0.81,,,Pollutant: Acetaldehyde
33,New Hampshire,2014,0.55,,,Pollutant: Carbon tetrachloride
33,New Hampshire,2014,0.02,,,"Pollutant: 1,3-butadiene"
33,New Hampshire,2017,0.25,,,Pollutant: Benzene
33,New Hampshire,2017,0.82,,,Pollutant: Formaldehyde
33,New Hampshire,2017,0.79,,,Pollutant: Acetaldehyde
33,New Hampshire,2017,0.52,,,Pollutant: Carbon tetrachloride
33,New Hampshire,2018,0.25,,,Pollutant: Benzene
33,New Hampshire,2018,0.76,,,Pollutant: Formaldehyde
33,New Hampshire,2018,0.64,,,Pollutant: Acetaldehyde
33,New Hampshire,2018,0.38,,,Pollutant: Carbon tetrachloride
33,New Hampshire,2018,0.01,,,"Pollutant: 1,3-butadiene"
34,New Jersey,2005,1.33,,,Pollutant: Benzene
34,New Jersey,2005,2.18,,,Pollutant: Formaldehyde
34,New Jersey,2005,1.94,,,Pollutant: Acetaldehyde
34,New Jersey,2005,0.61,,,Pollutant: Carbon tetrachloride
34,New Jersey,2005,0.1,,,"Pollutant: 1,3-butadiene"
34,New Jersey,2011,0.91,,,Pollutant: Benzene
34,New Jersey,2011,1.57,,,Pollutant: Formaldehyde
34,New Jersey,2011,1.86,,,Pollutant: Acetaldehyde
34,New Jersey,2011,0.55,,,Pollutant: Carbon tetrachloride
34,New Jersey,2011,0.1,,,"Pollutant: 1,3-butadiene"
34,New Jersey,2014,0.54,,,Pollutant: Benzene
34,New Jersey,2014,1.22,,,Pollutant: Formaldehyde
34,New Jersey,2014,0.94,,,Pollutant: Acetaldehyde
34,New Jersey,2014,0.55,,,Pollutant: Carbon tetrachloride
34,New Jersey,2014,0.04,,,"Pollutant: 1,3-butadiene"
34,New Jersey,2017,0.34,,,Pollutant: Benzene
34,New Jersey,2017,1.13,,,Pollutant: Formaldehyde
34,New Jersey,2017,0.84,,,Pollutant: Acetaldehyde
34,New Jersey,2017,0.52,,,Pollutant: Carbon tetrachloride
34,New Jersey,2018,0.32,,,Pollutant: Benzene
34,New Jersey,2018,1,,,Pollutant: Formaldehyde
34,New Jersey,2018,0.71,,,Pollutant: Acetaldehyde
34,New Jersey,2018,0.38,,,Pollutant: Carbon tetrachloride
34,New Jersey,2018,0.02,,,"Pollutant: 1,3-butadiene"
35,New Mexico,2005,0.7,,,Pollutant: Benzene
35,New Mexico,2005,1.23,,,Pollutant: Formaldehyde
35,New Mexico,2005,1.27,,,Pollutant: Acetaldehyde
35,New Mexico,2005,0.61,,,Pollutant: Carbon tetrachloride
35,New Mexico,2005,0.04,,,"Pollutant: 1,3-butadiene"
35,New Mexico,2011,0.45,,,Pollutant: Benzene
35,New Mexico,2011,1.42,,,Pollutant: Formaldehyde
35,New Mexico,2011,1.87,,,Pollutant: Acetaldehyde
35,New Mexico,2011,0.55,,,Pollutant: Carbon tetrachloride
35,New Mexico,2011,0.04,,,"Pollutant: 1,3-butadiene"
35,New Mexico,2014,0.17,,,Pollutant: Benzene
35,New Mexico,2014,1.06,,,Pollutant: Formaldehyde
35,New Mexico,2014,0.89,,,Pollutant: Acetaldehyde
35,New Mexico,2014,0.45,,,Pollutant: Carbon tetrachloride
35,New Mexico,2014,0.01,,,"Pollutant: 1,3-butadiene"
35,New Mexico,2017,0.07,,,Pollutant: Benzene
35,New Mexico,2017,0.65,,,Pollutant: Formaldehyde
35,New Mexico,2017,0.4,,,Pollutant: Acetaldehyde
35,New Mexico,2017,0.42,,,Pollutant: Carbon tetrachloride
35,New Mexico,2018,0.08,,,Pollutant: Benzene
35,New Mexico,2018,0.59,,,Pollutant: Formaldehyde
35,New Mexico,2018,0.33,,,Pollutant: Acetaldehyde
35,New Mexico,2018,0.31,,,Pollutant: Carbon tetrachloride
35,New Mexico,2018,0,,,"Pollutant: 1,3-butadiene"
36,New York,2005,1.96,,,Pollutant: Benzene
36,New York,2005,2.23,,,Pollutant: Formaldehyde
36,New York,2005,1.98,,,Pollutant: Acetaldehyde
36,New York,2005,0.61,,,Pollutant: Carbon tetrachloride
36,New York,2005,0.12,,,"Pollutant: 1,3-butadiene"
36,New York,2011,1.09,,,Pollutant: Benzene
36,New York,2011,1.58,,,Pollutant: Formaldehyde
36,New York,2011,1.91,,,Pollutant: Acetaldehyde
36,New York,2011,0.55,,,Pollutant: Carbon tetrachloride
36,New York,2011,0.12,,,"Pollutant: 1,3-butadiene"
36,New York,2014,0.48,,,Pollutant: Benzene
36,New York,2014,0.98,,,Pollutant: Formaldehyde
36,New York,2014,0.81,,,Pollutant: Acetaldehyde
36,New York,2014,0.54,,,Pollutant: Carbon tetrachloride
36,New York,2014,0.03,,,"Pollutant: 1,3-butadiene"
36,New York,2017,0.25,,,Pollutant: Benzene
36,New York,2017,0.78,,,Pollutant: Formaldehyde
36,New York,2017,0.68,,,Pollutant: Acetaldehyde
36,New York,2017,0.51,,,Pollutant: Carbon tetrachloride
36,New York,2018,0.25,,,Pollutant: Benzene
36,New York,2018,0.71,,,Pollutant: Formaldehyde
36,New York,2018,0.56,,,Pollutant: Acetaldehyde
36,New York,2018,0.38,,,Pollutant: Carbon tetrachloride
36,New York,2018,0,,,"Pollutant: 1,3-butadiene"
37,North Carolina,2005,0.73,,,Pollutant: Benzene
37,North Carolina,2005,2.11,,,Pollutant: Formaldehyde
37,North Carolina,2005,2.17,,,Pollutant: Acetaldehyde
37,North Carolina,2005,0.61,,,Pollutant: Carbon tetrachloride
37,North Carolina,2005,0.04,,,"Pollutant: 1,3-butadiene"
37,North Carolina,2011,0.5,,,Pollutant: Benzene
37,North Carolina,2011,1.91,,,Pollutant: Formaldehyde
37,North Carolina,2011,2.54,,,Pollutant: Acetaldehyde
37,North Carolina,2011,0.55,,,Pollutant: Carbon tetrachloride
37,North Carolina,2011,0.04,,,"Pollutant: 1,3-butadiene"
37,North Carolina,2014,0.34,,,Pollutant: Benzene
37,North Carolina,2014,1.6,,,Pollutant: Formaldehyde
37,North Carolina,2014,1.4,,,Pollutant: Acetaldehyde
37,North Carolina,2014,0.53,,,Pollutant: Carbon tetrachloride
37,North Carolina,2014,0.02,,,"Pollutant: 1,3-butadiene"
37,North Carolina,2017,0.2,,,Pollutant: Benzene
37,North Carolina,2017,1.31,,,Pollutant: Formaldehyde
37,North Carolina,2017,1.01,,,Pollutant: Acetaldehyde
37,North Carolina,2017,0.5,,,Pollutant: Carbon tetrachloride
37,North Carolina,2018,0.19,,,Pollutant: Benzene
37,North Carolina,2018,1.18,,,Pollutant: Formaldehyde
37,North Carolina,2018,0.9,,,Pollutant: Acetaldehyde
37,North Carolina,2018,0.37,,,Pollutant: Carbon tetrachloride
37,North Carolina,2018,0.01,,,"Pollutant: 1,3-butadiene"
38,North Dakota,2005,0.39,,,Pollutant: Benzene
38,North Dakota,2005,0.75,,,Pollutant: Formaldehyde
38,North Dakota,2005,0.8,,,Pollutant: Acetaldehyde
38,North Dakota,2005,0.61,,,Pollutant: Carbon tetrachloride
38,North Dakota,2005,0.02,,,"Pollutant: 1,3-butadiene"
38,North Dakota,2011,0.59,,,Pollutant: Benzene
38,North Dakota,2011,0.77,,,Pollutant: Formaldehyde
38,North Dakota,2011,0.97,,,Pollutant: Acetaldehyde
38,North Dakota,2011,0.55,,,Pollutant: Carbon tetrachloride
38,North Dakota,2011,0.03,,,"Pollutant: 1,3-butadiene"
38,North Dakota,2014,0.36,,,Pollutant: Benzene
38,North Dakota,2014,0.61,,,Pollutant: Formaldehyde
38,North Dakota,2014,0.48,,,Pollutant: Acetaldehyde
38,North Dakota,2014,0.54,,,Pollutant: Carbon tetrachloride
38,North Dakota,2014,0.01,,,"Pollutant: 1,3-butadiene"
38,North Dakota,2017,0.29,,,Pollutant: Benzene
38,North Dakota,2017,0.71,,,Pollutant: Formaldehyde
38,North Dakota,2017,0.59,,,Pollutant: Acetaldehyde
38,North Dakota,2017,0.51,,,Pollutant: Carbon tetrachloride
38,North Dakota,2018,0.44,,,Pollutant: Benzene
38,North Dakota,2018,0.64,,,Pollutant: Formaldehyde
38,North Dakota,2018,0.43,,,Pollutant: Acetaldehyde
38,North Dakota,2018,0.37,,,Pollutant: Carbon tetrachloride
38,North Dakota,2018,0,,,"Pollutant: 1,3-butadiene"
39,Ohio,2005,1.07,,,Pollutant: Benzene
39,Ohio,2005,1.63,,,Pollutant: Formaldehyde
39,Ohio,2005,1.67,,,Pollutant: Acetaldehyde
39,Ohio,2005,0.61,,,Pollutant: Carbon tetrachloride
39,Ohio,2005,0.06,,,"Pollutant: 1,3-butadiene"
39,Ohio,2011,0.8,,,Pollutant: Benzene
39,Ohio,2011,1.3,,,Pollutant: Formaldehyde
39,Ohio,2011,1.8,,,Pollutant: Acetaldehyde
39,Ohio,2011,0.55,,,Pollutant: Carbon tetrachloride
39,Ohio,2011,0.06,,,"Pollutant: 1,3-butadiene"
39,Ohio,2014,0.41,,,Pollutant: Benzene
39,Ohio,2014,1.04,,,Pollutant: Formaldehyde
39,Ohio,2014,0.85,,,Pollutant: Acetaldehyde
39,Ohio,2014,0.54,,,Pollutant: Carbon tetrachloride
39,Ohio,2014,0.02,,,"Pollutant: 1,3-butadiene"
39,Ohio,2017,0.25,,,Pollutant: Benzene
39,Ohio,2017,1.01,,,Pollutant: Formaldehyde
39,Ohio,2017,0.78,,,Pollutant: Acetaldehyde
39,Ohio,2017,0.51,,,Pollutant: Carbon tetrachloride
39,Ohio,2018,0.26,,,Pollutant: Benzene
39,Ohio,2018,0.91,,,Pollutant: Formaldehyde
39,Ohio,2018,0.68,,,Pollutant: Acetaldehyde
39,Ohio,2018,0.37,,,Pollutant: Carbon tetrachloride
39,Ohio,2018,0.01,,,"Pollutant: 1,3-butadiene"
40,Oklahoma,2005,0.7,,,Pollutant: Benzene
40,Oklahoma,2005,2.06,,,Pollutant: Formaldehyde
40,Oklahoma,2005,2.06,,,Pollutant: Acetaldehyde
40,Oklahoma,2005,0.61,,,Pollutant: Carbon tetrachloride
40,Oklahoma,2005,0.04,,,"Pollutant: 1,3-butadiene"
40,Oklahoma,2011,0.55,,,Pollutant: Benzene
40,Oklahoma,2011,2.14,,,Pollutant: Formaldehyde
40,Oklahoma,2011,2.68,,,Pollutant: Acetaldehyde
40,Oklahoma,2011,0.55,,,Pollutant: Carbon tetrachloride
40,Oklahoma,2011,0.04,,,"Pollutant: 1,3-butadiene"
40,Oklahoma,2014,0.26,,,Pollutant: Benzene
40,Oklahoma,2014,1.65,,,Pollutant: Formaldehyde
40,Oklahoma,2014,1.21,,,Pollutant: Acetaldehyde
40,Oklahoma,2014,0.52,,,Pollutant: Carbon tetrachloride
40,Oklahoma,2014,0.01,,,"Pollutant: 1,3-butadiene"
40,Oklahoma,2017,0.18,,,Pollutant: Benzene
40,Oklahoma,2017,1.27,,,Pollutant: Formaldehyde
40,Oklahoma,2017,0.87,,,Pollutant: Acetaldehyde
40,Oklahoma,2017,0.5,,,Pollutant: Carbon tetrachloride
40,Oklahoma,2018,0.2,,,Pollutant: Benzene
40,Oklahoma,2018,1.14,,,Pollutant: Formaldehyde
40,Oklahoma,2018,0.74,,,Pollutant: Acetaldehyde
40,Oklahoma,2018,0.36,,,Pollutant: Carbon tetrachloride
